,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance
262,28,technician,single,secondary,0,313,0,0,cellular,9,feb,2,-1,0,,09:37:15,09:56:58,1
263,37,blue-collar,married,primary,0,693,1,0,,7,may,3,-1,0,,13:56:04,14:01:31,0
264,58,retired,married,secondary,0,1227,0,0,cellular,2,feb,1,-1,0,,11:03:29,11:08:06,0
265,59,management,married,primary,0,252,1,1,,26,may,2,-1,0,,11:24:53,11:26:36,0
266,22,student,single,secondary,0,216,0,0,cellular,8,feb,1,187,1,success,11:24:18,11:30:21,1
267,27,blue-collar,married,secondary,0,484,1,0,cellular,15,may,1,361,2,failure,13:12:18,13:15:48,0
268,33,management,married,tertiary,1,-148,1,1,cellular,19,nov,2,-1,0,,10:46:09,10:51:49,0
269,41,blue-collar,married,secondary,0,281,1,0,cellular,14,may,4,-1,0,,13:21:07,13:23:10,0
270,48,management,married,secondary,0,36686,0,0,cellular,30,apr,1,-1,0,,13:16:18,13:21:13,0
271,54,admin.,married,secondary,0,19213,0,0,cellular,12,aug,6,-1,0,,14:06:49,14:08:29,0
272,72,self-employed,married,tertiary,0,132,0,0,cellular,27,apr,1,-1,0,,11:04:02,11:11:26,1
273,37,technician,single,tertiary,0,0,0,0,,1,jul,2,-1,0,,12:42:48,13:01:43,1
274,45,technician,married,secondary,0,3492,1,1,,20,jun,4,-1,0,,13:36:58,13:37:44,0
275,52,management,married,tertiary,0,583,0,0,cellular,17,nov,1,91,2,failure,09:28:11,09:31:40,1
276,39,services,married,secondary,0,2758,0,0,cellular,4,feb,3,-1,0,,13:03:35,13:14:33,1
277,44,technician,single,,0,78,1,0,,6,may,6,-1,0,,10:08:24,10:08:37,0
278,50,technician,married,secondary,0,3654,0,0,cellular,29,oct,2,78,2,other,15:25:25,15:29:00,1
279,25,blue-collar,divorced,secondary,0,720,1,0,,4,jun,1,-1,0,,10:12:09,10:14:45,0
280,67,retired,married,tertiary,0,701,0,0,cellular,6,aug,2,-1,0,,11:55:22,11:59:36,1
281,34,admin.,divorced,secondary,0,67,1,0,,6,may,1,-1,0,,16:39:05,16:40:35,0
282,44,technician,divorced,secondary,0,14,0,0,cellular,13,nov,1,92,1,success,14:02:44,14:05:31,1
283,34,blue-collar,married,tertiary,0,748,1,1,cellular,6,may,1,-1,0,,16:54:55,16:57:36,0
284,40,blue-collar,married,secondary,0,1451,0,0,cellular,30,sep,1,121,1,success,10:54:55,10:56:52,1
285,26,admin.,single,secondary,0,1099,0,0,cellular,15,jan,2,225,13,other,14:59:45,15:01:24,0
286,34,blue-collar,married,primary,0,72,1,0,cellular,15,may,3,-1,0,,12:01:40,12:03:13,0
287,30,blue-collar,single,secondary,0,5909,1,0,cellular,18,may,2,-1,0,,17:15:16,17:22:16,1
288,56,technician,married,primary,0,314,1,1,,5,jun,1,-1,0,,12:49:45,12:51:00,0
289,39,management,single,tertiary,0,816,1,0,cellular,27,aug,3,-1,0,,13:58:56,13:59:33,0
290,55,housemaid,divorced,tertiary,0,1241,0,0,cellular,21,nov,7,154,5,failure,17:17:32,17:18:20,0
291,71,retired,married,secondary,0,2850,0,0,cellular,17,feb,1,-1,0,,16:38:30,16:41:35,1
292,36,self-employed,divorced,tertiary,0,6385,1,0,cellular,21,nov,2,-1,0,,13:21:55,13:23:05,0
293,42,services,married,secondary,0,1263,1,0,,6,may,2,-1,0,,13:12:09,13:14:03,0
294,34,blue-collar,married,primary,0,-703,1,0,cellular,18,may,2,-1,0,,14:52:31,14:55:11,0
295,37,admin.,divorced,secondary,0,-165,1,0,,3,jun,2,-1,0,,17:01:38,17:02:26,0
296,35,technician,single,secondary,0,1693,1,0,cellular,10,feb,1,-1,0,,09:34:18,09:42:53,1
297,47,admin.,married,secondary,0,-245,1,0,,27,may,5,-1,0,,11:07:22,11:09:47,0
298,39,technician,married,secondary,0,4101,1,0,cellular,18,feb,2,264,1,other,15:19:20,15:21:46,1
299,30,services,single,primary,0,0,1,1,cellular,19,nov,1,-1,0,,14:23:42,14:35:08,1
300,47,management,single,tertiary,0,-295,0,1,cellular,22,jul,2,-1,0,,09:11:42,09:17:15,0
301,56,self-employed,married,,0,0,0,0,cellular,19,aug,1,-1,0,,13:37:09,13:39:19,0
302,55,services,married,secondary,0,697,1,0,,15,may,1,-1,0,,14:28:41,14:32:07,0
303,45,self-employed,married,secondary,0,976,1,0,,2,jun,4,-1,0,,12:29:36,12:32:32,0
304,37,admin.,married,secondary,0,0,1,0,cellular,22,jul,1,-1,0,,16:39:09,16:42:14,0
305,33,technician,single,tertiary,0,3689,0,0,cellular,27,aug,3,-1,0,,12:05:04,12:12:29,1
306,43,management,married,secondary,0,392,0,0,,17,jun,5,-1,0,,09:09:10,09:14:42,0
307,43,management,married,secondary,0,3,1,0,,9,may,2,-1,0,,13:06:05,13:09:29,0
308,37,blue-collar,married,primary,0,3370,1,0,cellular,20,nov,4,-1,0,,16:32:27,16:35:03,0
309,46,technician,married,secondary,0,6993,1,0,cellular,17,apr,3,148,1,success,09:30:56,09:36:22,0
310,29,services,single,secondary,0,32,1,0,,4,jun,1,-1,0,,10:38:13,10:47:36,1
311,23,services,single,secondary,0,210,1,0,,20,may,1,-1,0,,10:21:58,10:30:25,0
312,46,admin.,married,secondary,0,368,0,0,cellular,20,aug,1,90,4,other,13:37:21,13:42:14,1
313,28,admin.,single,,0,24,1,0,cellular,18,jul,2,-1,0,,14:17:49,14:24:44,1
314,55,admin.,married,secondary,0,356,0,0,telephone,27,aug,6,-1,0,,16:09:12,16:18:26,0
315,45,admin.,married,secondary,0,142,1,1,,29,may,3,-1,0,,16:35:57,16:37:47,0
316,49,entrepreneur,married,tertiary,0,313,1,0,cellular,17,nov,2,188,2,failure,09:40:23,09:41:05,0
317,38,blue-collar,married,primary,0,3289,0,0,,9,jun,2,-1,0,,13:51:31,14:00:44,0
318,67,retired,married,secondary,0,1146,0,0,cellular,13,nov,1,92,2,failure,11:06:08,11:10:27,1
319,59,retired,married,primary,0,363,0,0,cellular,30,apr,1,-1,0,,09:40:58,09:47:38,1
320,30,management,single,tertiary,0,3384,0,0,cellular,4,jun,2,-1,0,,16:31:42,16:41:20,1
321,38,management,married,tertiary,0,4293,1,0,cellular,6,may,2,250,2,failure,17:13:44,17:15:16,0
322,47,management,married,secondary,0,458,0,0,cellular,18,nov,1,-1,0,,17:11:04,17:12:10,0
323,37,admin.,single,secondary,0,0,0,0,cellular,23,oct,1,-1,0,,10:35:39,10:37:12,0
324,34,blue-collar,married,primary,0,357,1,0,,14,may,2,-1,0,,15:05:43,15:09:00,0
325,29,management,married,tertiary,0,199,1,1,,7,may,4,-1,0,,16:12:41,16:40:50,1
326,60,retired,married,secondary,0,208,0,0,cellular,20,aug,4,-1,0,,09:16:18,09:17:28,0
327,53,blue-collar,married,primary,0,5603,0,0,cellular,28,aug,6,-1,0,,12:06:12,12:45:44,1
328,56,retired,divorced,primary,0,694,0,0,cellular,29,jan,1,102,1,other,13:22:18,13:24:42,1
329,43,technician,single,,0,11115,0,0,cellular,23,oct,1,74,2,success,15:38:46,15:46:42,1
330,36,management,single,tertiary,0,6450,1,0,,29,may,1,-1,0,,17:44:27,17:46:08,0
331,31,management,married,tertiary,0,18,1,0,cellular,30,jul,19,-1,0,,12:38:13,12:39:25,0
332,35,management,single,tertiary,0,-324,0,1,cellular,21,jul,11,-1,0,,17:56:02,18:12:27,1
333,47,services,divorced,tertiary,0,1639,0,0,cellular,12,jan,1,-1,0,,14:25:57,14:31:46,1
334,27,student,single,,0,910,1,1,,27,may,1,-1,0,,09:21:47,09:23:04,0
335,32,blue-collar,single,secondary,0,551,1,0,cellular,14,aug,3,-1,0,,11:35:03,11:36:42,0
336,36,technician,divorced,secondary,0,556,1,0,cellular,18,nov,3,189,1,failure,13:48:36,13:51:10,0
337,32,blue-collar,single,secondary,0,2093,0,0,cellular,24,sep,2,444,1,failure,16:17:33,16:21:17,1
338,53,blue-collar,divorced,primary,0,-1,1,0,cellular,2,feb,3,5,1,other,09:05:16,09:07:34,0
339,50,management,married,tertiary,0,89,0,0,,20,jun,2,-1,0,,14:30:58,14:31:33,0
340,52,unemployed,married,secondary,0,5091,0,0,cellular,26,may,1,-1,0,,12:25:24,12:30:33,0
341,47,technician,married,secondary,0,636,0,0,cellular,4,aug,2,-1,0,,13:32:18,13:39:14,0
342,35,technician,single,secondary,0,204,1,0,cellular,25,may,1,-1,0,,16:29:42,16:33:38,1
343,25,services,single,,0,2022,0,0,cellular,29,jul,8,97,12,other,14:15:09,14:19:45,1
344,39,technician,divorced,secondary,0,807,1,1,cellular,26,aug,6,-1,0,,16:31:34,16:35:03,0
345,52,management,married,tertiary,0,1065,1,1,,30,may,1,-1,0,,10:15:44,10:18:23,0
346,32,blue-collar,married,primary,0,902,1,0,,27,may,2,-1,0,,12:11:23,12:13:09,0
347,36,unemployed,divorced,secondary,0,5,1,0,cellular,30,jan,1,2,2,other,17:00:48,17:03:37,0
348,47,blue-collar,married,primary,0,1480,0,0,cellular,28,aug,5,-1,0,,16:54:12,17:01:52,0
349,39,admin.,married,secondary,0,2319,0,0,cellular,7,jul,1,-1,0,,15:01:59,15:03:23,0
350,50,technician,married,tertiary,0,0,0,1,cellular,6,jul,1,85,7,failure,13:47:02,13:51:19,0
351,45,management,married,secondary,0,446,0,0,cellular,6,aug,3,-1,0,,17:39:57,17:45:01,1
352,55,services,married,,0,1210,1,0,,30,may,1,-1,0,,17:03:07,17:17:35,0
353,53,blue-collar,divorced,primary,0,1480,1,0,cellular,20,nov,2,-1,0,,16:37:01,16:38:36,0
354,31,blue-collar,single,,0,813,1,0,,20,jun,18,-1,0,,13:07:17,13:07:33,0
355,48,management,divorced,tertiary,0,-547,0,0,cellular,21,nov,2,-1,0,,11:33:59,11:38:34,0
356,50,admin.,married,secondary,0,4117,0,0,cellular,21,nov,1,-1,0,,16:09:46,16:18:36,1
357,63,blue-collar,married,secondary,0,641,0,0,cellular,27,may,2,-1,0,,17:50:43,17:57:40,1
358,30,technician,single,secondary,0,1395,1,0,cellular,15,may,2,354,1,failure,11:24:35,11:27:54,0
359,37,services,married,secondary,0,-21,1,1,,23,may,2,-1,0,,16:22:07,16:23:08,0
360,37,management,divorced,tertiary,0,122,1,0,,19,may,2,-1,0,,12:36:04,13:03:06,1
361,30,management,married,tertiary,0,860,1,0,cellular,20,apr,1,-1,0,,10:53:09,10:56:14,0
362,58,services,married,secondary,0,307,0,0,telephone,25,mar,2,-1,0,,16:13:32,16:18:14,0
363,38,unemployed,married,primary,0,7005,1,0,cellular,7,jul,1,412,1,failure,13:26:25,13:32:35,1
364,33,admin.,married,secondary,0,1499,1,0,,21,may,2,-1,0,,09:11:08,09:13:32,0
365,29,self-employed,single,tertiary,0,121,1,0,,30,may,2,-1,0,,13:36:45,14:01:45,1
366,39,technician,married,secondary,0,116,0,0,cellular,22,may,2,-1,0,,13:09:42,13:18:56,1
367,39,management,single,tertiary,0,0,1,0,cellular,18,nov,2,-1,0,,16:27:07,16:37:40,0
368,37,blue-collar,married,secondary,0,5334,0,0,,6,jun,1,-1,0,,17:36:53,17:37:51,0
369,52,unemployed,married,secondary,0,94,0,0,cellular,10,feb,1,92,13,success,16:26:05,16:28:38,1
370,57,retired,married,secondary,0,1044,0,0,telephone,12,jul,1,182,3,success,10:15:37,10:25:04,1
371,40,management,married,tertiary,0,0,1,0,cellular,2,feb,1,-1,0,,15:39:54,15:44:33,0
372,43,management,single,tertiary,0,8224,1,0,cellular,15,jul,1,-1,0,,15:23:06,15:24:16,0
373,54,housemaid,married,secondary,0,962,1,0,cellular,29,oct,3,-1,0,,15:54:30,15:59:18,1
374,33,management,married,tertiary,0,0,1,0,cellular,9,jul,1,-1,0,,12:53:18,12:58:28,0
375,33,admin.,divorced,tertiary,0,891,0,0,cellular,8,may,2,-1,0,,14:35:50,14:42:28,1
376,36,self-employed,married,secondary,0,1245,1,0,cellular,9,feb,7,248,9,success,16:46:53,16:47:01,0
377,51,housemaid,married,primary,0,492,1,0,,20,may,3,-1,0,,10:18:03,10:20:25,0
378,44,blue-collar,married,secondary,0,138,1,0,,8,may,3,-1,0,,11:22:37,11:27:20,0
379,36,unemployed,married,primary,0,2347,1,0,cellular,21,nov,3,-1,0,,14:54:01,14:54:06,0
380,44,technician,married,secondary,0,-1317,1,0,cellular,2,feb,1,-1,0,,15:35:23,15:41:34,0
381,42,entrepreneur,married,primary,0,319,1,0,telephone,8,may,9,-1,0,,17:02:39,17:02:56,0
382,44,blue-collar,single,primary,0,38,1,0,cellular,5,may,4,-1,0,,15:01:09,15:03:46,0
383,68,retired,married,secondary,0,1443,0,0,telephone,21,dec,2,257,1,success,12:50:31,13:24:53,1
384,27,self-employed,single,tertiary,0,970,1,0,cellular,13,feb,2,-1,0,,14:05:56,14:06:51,0
385,56,management,married,tertiary,0,3610,1,0,cellular,19,nov,4,-1,0,,16:55:16,16:57:58,0
386,55,management,married,,0,1504,1,0,cellular,22,may,2,-1,0,,16:09:22,16:15:00,1
387,58,admin.,married,secondary,0,3735,0,0,cellular,17,nov,2,-1,0,,15:30:33,15:32:04,0
388,36,admin.,married,,0,991,0,0,cellular,14,jan,2,-1,0,,17:12:25,17:22:14,1
389,48,admin.,married,secondary,0,-509,0,1,cellular,8,jul,3,-1,0,,11:19:49,11:24:51,0
390,33,services,married,secondary,0,288,1,0,cellular,17,apr,1,-1,0,,13:48:32,13:53:38,0
391,33,technician,divorced,secondary,0,488,0,0,cellular,5,aug,2,-1,0,,09:31:53,09:37:25,0
392,43,entrepreneur,married,secondary,0,104,1,0,cellular,18,jul,3,-1,0,,16:54:37,17:05:12,1
393,39,unemployed,married,secondary,0,-455,1,0,,23,may,2,-1,0,,09:29:47,09:38:49,0
394,60,technician,single,primary,0,11262,0,0,cellular,26,aug,1,-1,0,,09:35:01,09:40:24,1
395,33,management,married,tertiary,0,849,1,0,cellular,6,aug,2,-1,0,,13:01:07,13:02:36,0
396,50,blue-collar,married,secondary,0,74,1,1,,27,may,1,-1,0,,15:57:53,16:00:19,0
397,60,unemployed,married,secondary,0,957,0,0,cellular,8,sep,1,184,3,success,11:19:57,11:24:03,1
398,34,technician,divorced,tertiary,0,1317,1,0,cellular,15,may,1,-1,0,,15:31:34,15:35:33,0
399,27,technician,single,secondary,0,1742,1,0,,16,may,1,-1,0,,12:36:02,12:49:09,1
400,33,technician,married,secondary,0,3243,0,0,cellular,12,aug,4,-1,0,,14:37:49,14:45:08,1
401,40,blue-collar,single,primary,0,0,1,1,cellular,11,may,2,-1,0,,14:28:31,14:30:25,0
402,31,management,single,tertiary,0,0,0,0,cellular,21,aug,2,-1,0,,14:28:54,14:32:32,0
403,49,blue-collar,married,secondary,0,1568,0,0,,21,may,6,-1,0,,15:36:52,15:40:18,0
404,39,management,married,secondary,0,1034,1,0,,30,may,1,-1,0,,13:57:20,14:02:26,0
405,36,management,married,tertiary,0,753,0,0,cellular,16,apr,4,-1,0,,14:01:15,14:02:31,0
406,48,technician,married,secondary,0,566,0,0,cellular,7,aug,3,-1,0,,09:51:07,09:51:58,0
407,32,unemployed,married,tertiary,0,1364,0,0,cellular,11,aug,4,-1,0,,12:38:42,12:40:26,0
408,39,entrepreneur,married,tertiary,0,350,1,0,cellular,24,jul,2,-1,0,,15:32:18,15:36:08,0
409,53,,married,primary,0,732,0,0,cellular,27,oct,2,-1,0,,09:01:01,09:13:40,1
410,30,management,divorced,tertiary,0,0,0,0,cellular,22,aug,2,-1,0,,09:08:48,09:12:17,0
411,43,blue-collar,married,secondary,0,2160,0,0,cellular,8,sep,1,98,1,success,14:16:01,14:20:22,1
412,41,self-employed,single,tertiary,0,1081,0,0,cellular,27,may,3,-1,0,,16:41:16,16:45:05,1
413,58,management,married,tertiary,0,3864,1,0,cellular,15,jul,4,-1,0,,16:22:45,16:36:20,1
414,31,entrepreneur,divorced,secondary,0,290,1,0,cellular,13,apr,1,-1,0,,09:40:18,09:44:08,0
415,37,management,married,tertiary,0,255,0,0,cellular,24,feb,2,183,10,success,14:55:31,15:04:53,1
416,27,student,single,secondary,0,671,1,0,,7,may,2,-1,0,,11:22:14,11:27:46,0
417,40,technician,married,secondary,0,42,0,0,cellular,13,aug,2,-1,0,,13:53:45,14:24:27,1
418,55,technician,divorced,secondary,0,3450,0,0,cellular,10,feb,1,183,1,failure,13:29:13,13:32:02,1
419,25,student,single,secondary,0,154,0,0,cellular,2,sep,1,183,3,success,13:51:53,13:58:15,1
420,37,services,married,secondary,0,345,1,1,cellular,16,apr,1,148,1,failure,14:08:39,14:10:33,0
421,39,management,single,tertiary,0,1457,1,0,cellular,20,apr,1,-1,0,,14:44:50,14:52:00,0
422,56,management,married,tertiary,0,363,0,0,cellular,2,feb,1,-1,0,,10:53:51,10:54:40,0
423,35,entrepreneur,married,secondary,0,2074,1,0,,5,jun,7,-1,0,,17:52:13,17:54:37,0
424,45,services,married,secondary,0,-406,1,1,cellular,21,jul,2,-1,0,,12:29:18,12:33:54,0
425,46,technician,married,secondary,0,0,0,0,cellular,30,apr,1,259,2,other,09:30:54,09:34:14,1
426,35,blue-collar,single,secondary,0,0,1,0,cellular,16,apr,1,345,4,other,13:51:43,14:11:17,1
427,37,housemaid,married,primary,0,2410,0,0,cellular,4,aug,1,-1,0,,14:36:09,14:41:24,0
428,32,technician,single,tertiary,0,5514,0,0,cellular,22,apr,1,182,1,success,17:09:50,17:15:09,1
429,46,blue-collar,married,secondary,0,0,0,0,cellular,14,aug,4,-1,0,,13:43:23,13:44:24,0
430,37,management,married,tertiary,0,3236,0,0,cellular,20,may,2,202,5,other,10:18:00,10:22:51,1
431,31,blue-collar,married,secondary,0,335,1,0,,8,may,1,-1,0,,17:40:19,17:44:05,0
432,38,management,divorced,tertiary,0,155,1,0,,20,jun,26,-1,0,,11:35:38,11:36:03,0
433,57,management,divorced,secondary,0,3625,1,0,,14,may,3,-1,0,,12:07:15,12:19:42,0
434,58,technician,single,secondary,0,382,0,0,cellular,13,aug,2,-1,0,,14:15:16,14:22:56,0
435,37,technician,married,tertiary,0,122,0,0,cellular,25,jun,2,318,3,other,11:56:42,12:01:08,1
436,32,technician,single,tertiary,0,0,1,1,cellular,13,may,2,-1,0,,14:26:16,14:33:36,1
437,54,housemaid,married,tertiary,0,440,0,0,cellular,19,nov,1,-1,0,,17:23:00,17:24:29,0
438,37,management,single,secondary,0,0,1,1,cellular,2,apr,2,-1,0,,15:41:53,15:49:23,0
439,31,technician,single,secondary,0,942,0,0,cellular,8,aug,2,-1,0,,15:54:31,15:56:49,0
440,54,blue-collar,divorced,primary,0,2062,1,0,,14,may,2,-1,0,,10:39:02,10:46:20,0
441,28,blue-collar,single,secondary,0,1,0,0,,28,may,1,-1,0,,16:17:26,16:20:27,0
442,36,admin.,married,secondary,0,402,1,0,,14,may,2,-1,0,,12:41:46,12:49:48,0
443,33,management,single,tertiary,0,0,1,0,cellular,13,may,1,-1,0,,12:13:54,12:23:39,1
444,52,blue-collar,married,secondary,0,955,0,1,cellular,3,feb,1,48,3,success,13:37:01,13:39:34,1
445,51,unemployed,married,secondary,0,760,1,0,,14,may,1,-1,0,,17:14:44,17:21:35,0
446,59,management,married,tertiary,0,98417,0,0,telephone,20,nov,5,-1,0,,10:51:42,10:54:07,0
447,50,management,married,tertiary,0,5969,0,0,cellular,25,jan,1,544,2,failure,16:59:19,17:06:54,1
448,30,management,married,tertiary,0,69,1,0,,6,jul,1,-1,0,,16:47:44,16:48:26,0
449,31,technician,single,,0,365,0,0,,4,jul,1,-1,0,,16:32:07,16:36:24,0
450,27,self-employed,single,secondary,0,50,0,0,cellular,29,jan,1,-1,0,,09:09:54,09:12:42,0
451,38,blue-collar,married,primary,0,481,1,0,telephone,12,may,5,-1,0,,09:18:18,09:20:12,0
452,32,management,single,tertiary,0,41,0,0,cellular,21,aug,5,-1,0,,17:03:43,17:15:09,1
453,37,blue-collar,married,secondary,0,604,1,0,cellular,7,oct,1,495,1,failure,15:55:09,16:01:20,1
454,41,services,single,tertiary,0,285,1,1,,29,may,1,-1,0,,15:40:33,15:42:48,0
455,35,management,single,tertiary,0,538,0,0,cellular,22,dec,3,165,2,other,13:08:19,13:15:09,1
456,40,services,married,secondary,0,4157,1,0,,15,may,1,-1,0,,17:09:17,17:21:32,0
457,30,technician,married,tertiary,0,3192,1,0,cellular,5,mar,2,-1,0,,13:37:11,13:40:03,0
458,37,entrepreneur,married,tertiary,0,678,0,1,,19,jun,1,-1,0,,16:55:21,17:01:56,0
459,47,admin.,divorced,secondary,0,2232,0,0,cellular,27,may,1,103,1,success,11:27:44,11:35:03,1
460,33,technician,divorced,secondary,0,464,0,0,cellular,4,feb,4,-1,0,,09:31:15,09:34:42,0
461,58,self-employed,married,tertiary,0,-364,1,0,,5,may,1,-1,0,,16:17:27,16:23:22,0
462,37,technician,married,secondary,0,5115,1,0,cellular,17,nov,2,171,4,failure,12:59:55,13:20:05,1
463,31,technician,married,secondary,0,28,0,0,cellular,21,aug,2,-1,0,,17:10:20,17:13:15,0
464,47,technician,married,secondary,0,1219,0,0,cellular,18,aug,4,-1,0,,16:29:44,16:41:21,1
465,66,retired,married,tertiary,0,1948,0,0,cellular,28,jan,1,91,4,success,11:11:52,11:15:28,1
466,53,management,married,tertiary,0,8627,0,0,cellular,10,feb,1,-1,0,,17:05:39,17:06:45,0
467,36,technician,married,tertiary,0,521,0,0,cellular,20,oct,3,-1,0,,09:22:02,09:27:49,1
468,36,management,divorced,tertiary,0,0,0,0,cellular,28,aug,4,-1,0,,15:13:44,15:15:05,0
469,36,management,married,tertiary,0,5367,0,0,cellular,31,aug,1,455,2,failure,11:50:20,11:55:44,0
470,64,retired,married,,0,679,0,0,telephone,16,nov,1,-1,0,,11:14:24,11:17:11,1
471,47,technician,married,secondary,0,-107,0,0,cellular,8,jul,2,-1,0,,12:24:54,12:28:50,0
472,22,housemaid,single,secondary,0,1796,0,0,cellular,28,jun,3,-1,0,,09:07:02,09:13:11,1
473,45,technician,married,secondary,0,297,0,0,cellular,28,jan,2,-1,0,,13:04:07,13:07:37,0
474,37,services,married,secondary,0,775,0,1,cellular,25,jul,1,-1,0,,11:09:28,11:26:08,1
475,51,housemaid,married,secondary,0,3984,0,0,,20,jun,12,-1,0,,14:02:44,14:02:51,0
476,41,blue-collar,married,primary,0,246,0,0,,19,jun,3,-1,0,,09:31:41,09:43:04,1
477,33,management,divorced,tertiary,0,2695,1,0,cellular,12,aug,3,-1,0,,14:24:03,14:35:54,0
478,38,housemaid,divorced,secondary,0,216,0,0,cellular,7,jul,3,-1,0,,14:35:43,14:37:20,0
479,31,services,single,tertiary,0,1025,0,0,,20,may,3,-1,0,,09:06:36,09:07:48,0
480,46,management,married,tertiary,0,11385,0,0,cellular,24,mar,3,-1,0,,09:17:41,09:22:10,1
481,26,management,single,tertiary,0,1094,1,0,cellular,8,sep,1,-1,0,,13:36:28,13:38:45,1
482,28,blue-collar,single,secondary,0,7,1,1,,9,may,3,-1,0,,12:30:34,12:32:39,0
483,33,services,married,secondary,0,624,1,0,cellular,15,may,1,-1,0,,16:23:39,16:30:42,0
484,46,management,divorced,tertiary,0,461,0,0,cellular,30,dec,2,-1,0,,10:08:32,10:14:41,1
485,29,entrepreneur,single,secondary,0,158,1,0,cellular,25,jul,2,-1,0,,11:32:47,11:36:48,0
486,54,management,single,tertiary,0,3294,1,0,cellular,25,jul,5,-1,0,,10:25:57,10:28:09,0
487,33,admin.,married,tertiary,0,899,1,0,,26,may,3,-1,0,,13:13:32,13:16:11,0
488,56,blue-collar,divorced,primary,0,-9,1,1,cellular,8,may,1,-1,0,,09:28:10,09:40:18,1
489,25,student,married,tertiary,0,10,1,0,cellular,21,jul,4,-1,0,,17:15:30,17:29:47,1
490,34,technician,divorced,tertiary,0,674,1,0,cellular,7,aug,2,-1,0,,15:21:41,15:31:28,1
491,32,blue-collar,married,primary,0,187,0,0,cellular,9,jul,1,-1,0,,09:16:47,09:18:18,0
492,53,retired,married,secondary,0,-686,0,1,,2,jun,3,-1,0,,17:02:23,17:06:38,0
493,34,management,married,tertiary,0,828,0,1,cellular,11,aug,3,-1,0,,12:51:47,13:09:47,1
494,32,technician,married,tertiary,0,168,0,0,,27,may,1,-1,0,,11:50:58,11:52:24,0
495,36,admin.,single,secondary,0,0,0,0,cellular,4,feb,2,-1,0,,10:10:31,10:12:48,0
496,44,blue-collar,married,primary,0,858,1,0,,21,may,5,-1,0,,13:37:15,13:43:17,0
497,47,management,married,tertiary,0,-488,1,0,cellular,25,jul,5,-1,0,,13:51:19,13:52:24,0
498,50,management,married,tertiary,0,332,1,0,,2,jun,4,-1,0,,15:12:43,15:13:51,0
499,37,admin.,single,secondary,0,245,1,1,,7,may,2,-1,0,,15:11:30,15:23:42,1
500,38,self-employed,divorced,secondary,0,2674,1,0,,19,jun,2,-1,0,,10:29:56,10:32:39,0
501,38,management,married,tertiary,0,1066,1,0,cellular,28,jan,1,189,1,failure,10:58:25,10:59:51,0
502,35,admin.,married,secondary,0,3854,1,0,cellular,5,may,1,-1,0,,17:07:55,17:10:06,0
503,42,management,married,,0,849,1,0,cellular,8,oct,1,321,1,other,13:44:12,13:55:19,1
504,43,management,married,tertiary,0,0,0,0,cellular,31,jul,17,-1,0,,13:53:28,13:55:15,0
505,28,technician,single,tertiary,0,-214,1,0,cellular,29,jan,2,262,3,failure,09:04:31,09:08:19,0
506,45,blue-collar,divorced,primary,0,-207,0,0,cellular,15,jul,2,-1,0,,09:19:56,09:34:34,1
507,51,entrepreneur,married,tertiary,0,267,1,0,,30,may,1,-1,0,,09:11:41,09:12:37,0
508,47,blue-collar,married,primary,0,94,1,0,,9,may,3,-1,0,,09:01:17,09:04:46,0
509,58,services,divorced,secondary,0,462,0,0,cellular,13,nov,1,93,1,success,13:55:30,14:03:45,1
